"","...1","species","longitude","latitude","genus","state","province","locality","elevation.in.m","principal.collector","determinator","herbarium","collection.code","picture.code.link","note","original.name","x","link2","gbifid","link","datasetkey","countrycode","stateprovince","elevation","basisofrecord","institutioncode","collectioncode","catalognumber","recordnumber","identifiedby","recordedby","tae","region","location","elevation2","main.collector","note1","note2","x.1","scientificname","typestatus","altitude.in.m","determined.by","verbatimscientificname","x.2","occurrenceid","kingdom","phylum","class","order","family","infraspecificepithet","taxonrank","verbatimscientificnameauthorship","occurrencestatus","individualcount","publishingorgkey","coordinateuncertaintyinmeters","coordinateprecision","elevationaccuracy","depth","depthaccuracy","eventdate","day","month","year","taxonkey","specieskey","dateidentified","license","rightsholder","establishmentmeans","lastinterpreted","mediatype","issue","cataloguenumber.colectioncode","note.1"
"1398",1419,"crocifolium",-79.223221,-2.777172,"Oritrophium","ECU","Azuay","P.N. Cajas, laguna Toreadora",NA,"Armijos Barros J.L.",NA,"HUTPL","3003A","Paramo herbáceo al margen de la laguna, con Hypericum y Calamagrostis.","Hierba; flores periféricas blancas y centrales amarillas; hojas lanceoladas muy estrechas, margen revoluto, haz glabro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3939","Armijos Barros J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",1420,"crocifolium",-79.24154,-2.77931,"Oritrophium","ECU","Azuay","P.N. Cajas, alrededores de la laguna Negra",NA,"Armijos Barros J.L.",NA,"HUTPL","3050","Paramo de pajonal (con Calamagrostis, Oritrophium spp.), pendiente 30° y suelo humífero negro.","Hierba, flores blancas, hojas lineares revolutas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4152","Armijos Barros J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",1421,"crocifolium",-79.24322,-2.78356,"Oritrophium","ECU","Azuay","P.N. Cajas, alrededores de la laguna Negra",NA,"Armijos Barros J.L.",NA,"HUTPL","3053A","Paramo de pajonal (con Calamagrostis, Oritrophium spp., Sphagnum), pendiente 5°, margen de laguna, suelo muy húmedo e inundable.","Hierba, flores blancas, lineares, revolutas con haz glabro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4036","Armijos Barros J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",1422,"crocifolium",-79.24239,-2.7848,"Oritrophium","ECU","Azuay","P.N. Cajas, alrededores de la laguna Negra",NA,"Armijos Barros J.L.",NA,"HUTPL","3055","Paramo de pajonal (con Calamagrostis, Loricaria), pendiente 3°, margen de laguna, suelo  humífero negro.","Hierba, flores blancas, hojas estrechas, revolutas y haz seríceo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4032","Armijos Barros J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402",1423,"ferrugineum",-67.9,-16.566667,"Oritrophium","BOL","La Paz","Dpto. La Paz. Prov. Murillo. 11.4 km E of Ventilla (crossroads above Palca) on road which crosses the pass between Mururata and Illimani",NA,"Salomon JC",NA,"MO","11389","https://www.gbif.org/occurrence/2517119770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4100","Harold Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",1424,"ferrugineum",-77.206336,-9.329733,"Oritrophium","PER","Junin","Acopalca, Rupaycha",NA,NA,NA,"BGBM",NA,"https://www.gbif.org/occurrence/911794182","coordinates created by Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4000","Luciana Salomon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",1425,"ferrugineum",-68.604469,-15.672443,"Oritrophium","BOL","Larecaja","Coordillera de Sorata",NA,NA,NA,"HMP","37630","https://www.gbif.org/occurrence/438460995","coordinates created by Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4850","Cuatrecasas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",1426,"hieracioides",-77.6166667,-9.0166667,"Oritrophium","PER","Ancash, Yungai","Huascaran National park, LLanganuco sector, side valley to Nevado Pisco",NA,"DN Smith, V Cautivo",NA,"Herbario San Marcos, Lima, Peru","10297A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4600-4800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",1427,"hieracioides",-77.0258333,-9.6124444,"Oritrophium","PER","Huari","Yanacancha",NA,"A Cano",NA,"Herbario San Marcos, Lima, Peru","13186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-4600","Determined by Luciana and Petr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",1428,"hieracioides",-78.350375,-6.917864,"Oritrophium","PER","Cajamarca","Lagula El Perol",NA,"Sanchez Vega",NA,"FMNH","12370","IMG_0769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3750","Luciana Salomom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",1429,"hieracioides",-77.25,-9.4833333,"Oritrophium","PER","Ancash","Huascaran National Park",NA,"D N Smith",NA,"FMNH","12341","IMG_0779",NA,NA,"9 29 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,"77 15 W",NA,NA,"4440-4490","Luciana Salomom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",1430,"hieracioides",-77.4,-9.3,"Oritrophium","PER","Ancash, Carhuaz","Huascaran National park, Quebrada Honda, from pass towards valley bottom, N side of valley",NA,"DN Smith",NA,"Herbario San Marcos, Lima, Peru","11654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",1431,"hieracioides",-77.25,-9.7,"Oritrophium","PER","Ancash","Huascaran National Park",NA,"D N Smith",NA,"FMNH","10998","IMG_0775",NA,NA,"9 42 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,"77 15 W",NA,NA,"4300","Luciana Salomom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",1432,"hieracioides",-77.45,-9.45,"Oritrophium","PER","Ancash","Huascaran National Park",NA,"D N Smith",NA,"FMNH","10802","IMG_0776",NA,NA,"9 27 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,"77 27 W",NA,NA,"4400-4600","Luciana Salomom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",1433,"hieracioides",-71.25512,-13.867516,"Oritrophium","PER","Cusco","Auzangate",NA,"Weberbauer",NA,"FMNH","7954","IMG_0787","coordinates created by Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-4600","Luciana Salomom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",1434,"hieracioides",-71.618071,-13.200486,"Oritrophium","PER","Cusco","Acjanaco",NA,"A Cano",NA,"FMNH","3739","IMG_0783","coordinates created by Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3700-3800","Luciana Salomom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",1435,"hieracioides",-72,-13.4166667,"Oritrophium","PER","Cusco","Taucca, Chinchero",NA,"E W Davis",NA,"FMNH","1529","IMG_0774",NA,NA,"13 25 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,"72 0 W",NA,NA,"4050-4250","M O Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",1436,"hieracioides",-72.0652778,-13.3541667,"Oritrophium","PER","Cusco","Huayllabamba",NA,"Tupayachi",NA,"FMNH","861","IMG_0778",NA,NA,"13 21 15 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,"72 03 55 W",NA,NA,"3800-4200","Cuatrecasas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",1437,"hieracioides",-68.0252778,-16.315,"Oritrophium","BOL","La Paz","Road La Paz-Coroico, about 3 km NE from the Cumbre pass",NA,"Petr Sklenar",NA,NA,"15024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4320","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",1438,"hieracioides",-77.424194,-8.077056,"Oritrophium","PER","La Libertad","Paso Alaska. Wet jalca with grassland vegetation dominated by Festuca asplundii, Calamagrostis sp., Carex sp., Werneria nubigena, Lachemilla sp. etc.",NA,"Petr Sklenar",NA,NA,"6273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4226","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",1439,"hieracioides",-78.271806,-8.141111,"Oritrophium","PER","La Libertad","Laguna Coipin, on the road Shorey - Santiago de Chuco. Between the rocks on the grassy slope above the lagoon.",NA,"Petr Sklenar",NA,NA,"6261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4160","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",1440,"hieracioides",-78.281778,-7.990028,"Oritrophium","PER","La Libertad","Dry grassland on the rocky slopes dominated by Festuca sp. and Calamagrostis sp. Between the rocks.",NA,"Petr Sklenar",NA,NA,"6240",NA,"Oritrophium hieracioides cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4190","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420",1441,"limnophilum",-70.588889,9.026111,"Oritrophium","VEN","Mérida","Páramo along the road from Santo Domingo through Pueblo Llano to Las Mesitas, near the highest point of the road.",NA,"Petr Sklenar",NA,NA,"10551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3710","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",1442,"limnophilum",-70.822639,8.784778,"Oritrophium","VEN","Mérida","Páramo de Mucubají, trail from the Laguna de Mucubají to the Cascadas and Laguna Negra.",NA,"Petr Sklenar",NA,NA,"10203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3610","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",1443,"limnophilum",-70.833167,8.833972,"Oritrophium","VEN","Mérida","Páramo de Aguila along the road from Mucuchies towards the pass de Aguila, northern side of Cerro El Balcón.",NA,"Petr Sklenar",NA,NA,"10118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4070","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",1444,"limnophilum",-70.858333,8.9125,"Oritrophium","VEN","Mérida","Páramo de Mucuchíes, along the road from the Aguila pass to Pinango.",NA,"Petr Sklenar",NA,NA,"10298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4000","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",1445,"limnophilum",-70.886111,8.692222,"Oritrophium","VEN","Mérida","Páramo Llano del Trigo, to the east of Gavidia.",NA,"Petr Sklenar",NA,NA,"10633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3530","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",1446,"limnophilum",-71.075278,8.540278,"Oritrophium","VEN","Mérida","Parque Nacional Sierra Nevada, the third station of the Teleférico, around Lagunas de os Anteojos",NA,"Petr Sklenar",NA,NA,"10602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3950","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",1447,"limnophilum",-78.29875,-1.2272778,"Oritrophium","ECU","Tungurahua","Parque Nacional Llanganatis, slopes above laguna at the western side of Cerro Hermoso",NA,"Petr Sklenar",NA,NA,"13115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4090","Petr Sklenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",1448,"limnophilum",-79.4801751,-5.111333,"Oritrophium","PER","Piura","camino hacia la Laguna Negra",NA,NA,NA,NA,"G_183",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",1449,"limnophilum",-78.5236682,-1.8213404,"Oritrophium","ECU","Chimborazo","Comunidad Daldal",NA,NA,NA,NA,"G_182",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",1450,"limnophilum",-78.5146729,-1.8303666,"Oritrophium","ECU","Chimborazo","Comunidad Daldal",NA,NA,NA,NA,"G_181",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",1451,"limnophilum",-79.1692155,-2.8710527,"Oritrophium","ECU","Azuay","Parque Nacional Cajas",NA,NA,NA,NA,"G_180",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",1452,"limnophilum",-78.4340394,-1.6766038,"Oritrophium","ECU","Chimborazo","Ladera Oeste, Volcán El Altar",NA,NA,NA,NA,"G_179",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",1453,"limnophilum",-75.356255,4.8626942,"Oritrophium","COL","Tolima","Rio Alfombrales, Nevado del Ruiz",NA,NA,NA,NA,"G_178",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",1454,"limnophilum",-75.3202104,4.9260381,"Oritrophium","COL","Tolima","valle La Lisa, Nevado del Ruiz",NA,NA,NA,NA,"G_177",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",1455,"limnophilum",-75.3652737,4.8626893,"Oritrophium","COL","Caldas","Rio Claro, Nevado del Ruiz",NA,NA,NA,NA,"G_176",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",1456,"limnophilum",-75.3562646,4.8807872,"Oritrophium","COL","Caldas","rio Molinos, Nevado del Ruiz",NA,NA,NA,NA,"G_175",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436",1457,"limnophilum",-70.9309835,8.6120224,"Oritrophium","VEN","Merida","Páramo de Santo Cristo, Parque Nacional Sierra Nevada de Mérida",NA,NA,NA,NA,"G_173",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",1458,"limnophilum",-70.9310294,8.6210625,"Oritrophium","VEN","Merida","Páramo de Santo Cristo, Parque Nacional Sierra Nevada de Mérida",NA,NA,NA,NA,"G_172",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",1459,"limnophilum",-74.1487844,3.948634,"Oritrophium","COL","Cundinamarca","Páramo de Sumapaz, Andabobos",NA,NA,NA,NA,"G_171",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",1460,"limnophilum",-72.2659555,6.3392232,"Oritrophium","COL","Arauca","Sierra Nevada del Cocuy, Quebrada Los Osos",NA,NA,NA,NA,"G_170",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440",1461,"limnophilum",-74.2115066,4.2833978,"Oritrophium","COL","Cundinamarca","Páramo de Chisacá",NA,NA,NA,NA,"G_169",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441",1462,"limnophilum",-73.0803491,5.9721771,"Oritrophium","COL","Boyacá","Páramo de la Rusia, Laguna Negra",NA,NA,NA,NA,"G_168",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442",1463,"limnophilum",-72.3380687,6.3667077,"Oritrophium","COL","Boyacá","Sierra Nevada del Cocuy, Laguna Pintada",NA,NA,NA,NA,"G_167",NA,"from Gwendolyn's personal database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
